id,published_at,name,url,alternate_url,professional_roles,salary.from,salary.to,salary.currency,salary.gross,address.lat,address.lng,address.raw,address.metro.station_name,address.metro.line_name,employer.name,employer.accredited_it_employer,schedule.name,experience.name,department.name,job_type,intern,junior,middle,senior,lead,net_salary_from_rur,net_salary_to_rur,salary_info,date_published
88599659,2023-10-24T17:02:18+0300,Team Lead Data Science,https://api.hh.ru/vacancies/88599659?host=hh.ru,https://hh.ru/vacancy/88599659,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,СБЕР,False,Полный день,Нет опыта,Сбер для экспертов,DS,0,0,0,0,1,,,0,2023-10-24
88418101,2023-10-19T18:33:42+0300,Data Scientist (CLTV/LTV/CLV),https://api.hh.ru/vacancies/88418101?host=hh.ru,https://hh.ru/vacancy/88418101,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Газпромбанк,False,Полный день,От 3 до 6 лет,Газпромбанк,DS,0,0,1,1,0,,,0,2023-10-19
87656347,2023-10-03T12:02:35+0300,Data Scientist (Центр валидации моделей КИБ),https://api.hh.ru/vacancies/87656347?host=hh.ru,https://hh.ru/vacancy/87656347,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,55.741338,37.531127,"Москва, Кутузовский проспект, 32к1",Кутузовская,Филевская,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-03
86261386,2023-10-27T10:30:45+0300,Data Scientist middle / Специалист по машинному обучению,https://api.hh.ru/vacancies/86261386?host=hh.ru,https://hh.ru/vacancy/86261386,"[{'id': '165', 'name': 'Дата-сайентист'}]",200000.0,,RUR,False,,,,,,Сеть Партнерств,True,Полный день,От 3 до 6 лет,,MLE or DS,0,0,1,0,0,200000.0,,1,2023-10-27
86842314,2023-10-16T12:19:00+0300,Senior data scientist (разработка моделей для казначейства и рыночных рисков),https://api.hh.ru/vacancies/86842314?host=hh.ru,https://hh.ru/vacancy/86842314,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.747809,37.531963,"Москва, Московское центральное кольцо, станция Деловой центр",Выставочная,Филевская,Банк ВТБ (ПАО),False,Полный день,Более 6 лет,"ПАО ВТБ, Технологический блок",DS,0,0,0,1,0,,,0,2023-10-16
88164465,2023-10-13T16:08:50+0300,Senior Data Scientist,https://api.hh.ru/vacancies/88164465?host=hh.ru,https://hh.ru/vacancy/88164465,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,Цифровые технологии и платформы,False,Полный день,От 3 до 6 лет,,DS,0,0,0,1,0,,,0,2023-10-13
88414481,2023-10-19T17:09:21+0300,Middle Data Scientist в направление продвинутой аналитики домена Operations,https://api.hh.ru/vacancies/88414481?host=hh.ru,https://hh.ru/vacancy/88414481,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Райффайзен Банк,False,Полный день,От 3 до 6 лет,,MLE or DS,0,0,1,0,0,,,0,2023-10-19
85984377,2023-10-03T08:11:41+0300,Data scientist [Middle],https://api.hh.ru/vacancies/85984377?host=hh.ru,https://hh.ru/vacancy/85984377,"[{'id': '40', 'name': 'Другое'}]",,,,,,,,,,Диплей,True,Удаленная работа,От 3 до 6 лет,,MLE or DS,0,0,1,0,0,,,0,2023-10-03
87002738,2023-10-25T11:48:13+0300,Data Scientist (моделист в банк направление кредитные риски),https://api.hh.ru/vacancies/87002738?host=hh.ru,https://hh.ru/vacancy/87002738,"[{'id': '96', 'name': 'Программист, разработчик'}]",,300000.0,RUR,True,,,,,,Diamond Personnel R&C,False,Полный день,От 1 года до 3 лет,,DS,0,1,1,0,0,,261000.0,1,2023-10-25
87659636,2023-10-03T12:39:12+0300,Валидатор моделей производных финансовых инструментов (Data Scientist),https://api.hh.ru/vacancies/87659636?host=hh.ru,https://hh.ru/vacancy/87659636,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.741338,37.531127,"Москва, Кутузовский проспект, 32к1",Кутузовская,Филевская,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-03
87757768,2023-10-05T08:53:00+0300,ML-инженер,https://api.hh.ru/vacancies/87757768?host=hh.ru,https://hh.ru/vacancy/87757768,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,Т1 Консалтинг,False,Полный день,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-05
88351399,2023-10-18T15:12:18+0300,Data Scientist (Геоаналитика),https://api.hh.ru/vacancies/88351399?host=hh.ru,https://hh.ru/vacancy/88351399,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер для экспертов,DS,0,1,1,0,0,,,0,2023-10-18
88595350,2023-10-24T15:56:30+0300,ML engineer,https://api.hh.ru/vacancies/88595350?host=hh.ru,https://hh.ru/vacancy/88595350,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,"Москва, Ленинградский проспект, 80г, метро Сокол",,,СИНЕРГИЯ,False,Полный день,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-24
87624399,2023-10-18T15:49:05+0300,Lead Data Scientist NLP в SberAI,https://api.hh.ru/vacancies/87624399?host=hh.ru,https://hh.ru/vacancy/87624399,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-18
86908117,2023-10-27T12:18:27+0300,Data Scientist,https://api.hh.ru/vacancies/86908117?host=hh.ru,https://hh.ru/vacancy/86908117,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,билайн,True,Удаленная работа,От 3 до 6 лет,"билайн: ИТ, Data, Digital",DS,0,0,1,1,0,,,0,2023-10-27
87918978,2023-10-09T13:08:15+0300,Machine Learning Engineer (RecSys),https://api.hh.ru/vacancies/87918978?host=hh.ru,https://hh.ru/vacancy/87918978,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Samokat.tech,False,Удаленная работа,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-09
88249072,2023-10-16T18:45:19+0300,Data Scientist,https://api.hh.ru/vacancies/88249072?host=hh.ru,https://hh.ru/vacancy/88249072,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.695195,37.530229,"Москва, Ломоносовский проспект, 25к2",Университет,Сокольническая,Tennisi,False,Полный день,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-16
88387572,2023-10-19T11:20:14+0300,Md / Sr Data Scienc инженер,https://api.hh.ru/vacancies/88387572?host=hh.ru,https://hh.ru/vacancy/88387572,"[{'id': '40', 'name': 'Другое'}]",,,,,,,,,,"Иннотех, Группа компаний",False,Полный день,От 1 года до 3 лет,,DS,0,1,1,0,0,,,0,2023-10-19
88376065,2023-10-19T09:11:26+0300,Data Scientist в Департамент по работе с проблемными активами,https://api.hh.ru/vacancies/88376065?host=hh.ru,https://hh.ru/vacancy/88376065,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,DS,0,0,1,1,0,,,0,2023-10-19
67924416,2023-10-05T18:21:39+0300,Senior Data Scientist/ML Engineer (команда SmartSearch),https://api.hh.ru/vacancies/67924416?host=hh.ru,https://hh.ru/vacancy/67924416,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. IT,MLE or DS,0,0,0,1,0,,,0,2023-10-05
87914676,2023-10-09T12:32:21+0300,Teamlead Data Scientist ML,https://api.hh.ru/vacancies/87914676?host=hh.ru,https://hh.ru/vacancy/87914676,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Группа НЛМК,False,Удаленная работа,От 3 до 6 лет,Группа НЛМК ИТ и Диджитал,DS,0,0,0,0,1,,,0,2023-10-09
88340712,2023-10-18T12:57:11+0300,Data-science (Senior),https://api.hh.ru/vacancies/88340712?host=hh.ru,https://hh.ru/vacancy/88340712,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,Более 6 лет,Сбер для экспертов,DS,0,0,0,1,0,,,0,2023-10-18
88016167,2023-10-11T10:25:26+0300,Middle/Senior разработчик (data science engineer) [SmartTaskMining],https://api.hh.ru/vacancies/88016167?host=hh.ru,https://hh.ru/vacancy/88016167,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,МТС,True,Полный день,От 1 года до 3 лет,"«МТС», Digital",MLE or DS,0,0,1,1,0,,,0,2023-10-11
88738378,2023-10-27T11:25:19+0300,Senior Data Science,https://api.hh.ru/vacancies/88738378?host=hh.ru,https://hh.ru/vacancy/88738378,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.771591,37.665336,"Москва, Новорязанская улица, 24",Бауманская,Арбатско-Покровская,Первая Грузовая Компания,False,Полный день,От 3 до 6 лет,"Первая Грузовая Компания, IT/Digital",DS,0,0,0,1,0,,,0,2023-10-27
87990276,2023-10-10T15:00:11+0300,Senior Data Scientist,https://api.hh.ru/vacancies/87990276?host=hh.ru,https://hh.ru/vacancy/87990276,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,DS,0,0,0,1,0,,,0,2023-10-10
87792716,2023-10-20T11:58:17+0300,Senior ML Engineer,https://api.hh.ru/vacancies/87792716?host=hh.ru,https://hh.ru/vacancy/87792716,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.736174,37.533185,"Москва, Поклонная улица, 3",Кутузовская,Филевская,Звук,False,Удаленная работа,От 1 года до 3 лет,,MLE,0,0,0,1,0,,,0,2023-10-20
88698914,2023-10-26T16:24:35+0300,Team Lead Data Scientist,https://api.hh.ru/vacancies/88698914?host=hh.ru,https://hh.ru/vacancy/88698914,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Samokat.tech,False,Удаленная работа,От 3 до 6 лет,,DS,0,0,0,0,1,,,0,2023-10-26
84462656,2023-10-10T17:07:30+0300,Data Scientist (NLP),https://api.hh.ru/vacancies/84462656?host=hh.ru,https://hh.ru/vacancy/84462656,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Samokat.tech,False,Удаленная работа,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-10
87305843,2023-10-18T14:20:10+0300,Machine Learning Engineer (исследование безопасности ML),https://api.hh.ru/vacancies/87305843?host=hh.ru,https://hh.ru/vacancy/87305843,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,Positive Technologies,False,Полный день,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-18
85661181,2023-10-27T17:01:17+0300,Ведущий специалист DATA SCIENCE,https://api.hh.ru/vacancies/85661181?host=hh.ru,https://hh.ru/vacancy/85661181,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.709779,37.438547,"Москва, Верейская улица, 29с34",Кунцевская,Арбатско-Покровская,Цемрос,False,Гибкий график,От 1 года до 3 лет,,DS,0,0,0,1,0,,,0,2023-10-27
88236097,2023-10-16T15:14:43+0300,"Старший Data Scientist, Эффективность рекламы",https://api.hh.ru/vacancies/88236097?host=hh.ru,https://hh.ru/vacancy/88236097,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.74723295660558,37.536558290665916,"Москва, Пресненская набережная, 10",Деловой центр,Большая кольцевая линия,Ozon,False,Полный день,От 3 до 6 лет,Ozon Информационные технологии,DS,0,0,1,0,0,,,0,2023-10-16
87674960,2023-10-03T15:03:26+0300,ML/MLOps engineer,https://api.hh.ru/vacancies/87674960?host=hh.ru,https://hh.ru/vacancy/87674960,"[{'id': '160', 'name': 'DevOps-инженер'}]",,,,,,,,,,РОСБАНК,False,Удаленная работа,От 3 до 6 лет,«РОСБАНК»,MLE,0,0,1,1,0,,,0,2023-10-03
88024544,2023-10-11T10:36:27+0300,Senior Data Scientist (R&D направление блока риски),https://api.hh.ru/vacancies/88024544?host=hh.ru,https://hh.ru/vacancy/88024544,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер для экспертов,DS,0,0,0,1,0,,,0,2023-10-11
84916399,2023-10-25T09:02:34+0300,Lead Data Scientist,https://api.hh.ru/vacancies/84916399?host=hh.ru,https://hh.ru/vacancy/84916399,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,СБЕР,False,Полный день,Нет опыта,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-25
88282451,2023-10-26T12:41:37+0300,Lead AI Data Scientist,https://api.hh.ru/vacancies/88282451?host=hh.ru,https://hh.ru/vacancy/88282451,"[{'id': '165', 'name': 'Дата-сайентист'}]",,8000.0,USD,True,,,,,,Compound Solutions SL,False,Удаленная работа,От 3 до 6 лет,,DS,0,0,0,0,1,,648769.5749440717,1,2023-10-26
86178242,2023-10-04T09:57:12+0300,Data scientist (Персональная скидка),https://api.hh.ru/vacancies/86178242?host=hh.ru,https://hh.ru/vacancy/86178242,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Спортмастер,False,Удаленная работа,От 1 года до 3 лет,"Компания «СПОРТМАСТЕР», Sportmaster Lab",DS,0,1,1,0,0,,,0,2023-10-04
88037264,2023-10-11T12:40:02+0300,MLOps-инженер (ADAS),https://api.hh.ru/vacancies/88037264?host=hh.ru,https://hh.ru/vacancy/88037264,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,55.706294,37.623941,"Москва, Холодильный переулок, 6",,,АТОМ,True,Полный день,От 1 года до 3 лет,,MLE,0,1,1,0,0,,,0,2023-10-11
86320524,2023-10-28T10:31:25+0300,Data scientist (кредитный скоринг),https://api.hh.ru/vacancies/86320524?host=hh.ru,https://hh.ru/vacancy/86320524,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,билайн,True,Полный день,От 1 года до 3 лет,"билайн: ИТ, Data, Digital",DS,0,1,1,0,0,,,0,2023-10-28
88389307,2023-10-19T11:39:57+0300,Senior Data Scientist,https://api.hh.ru/vacancies/88389307?host=hh.ru,https://hh.ru/vacancy/88389307,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,DS,0,0,0,1,0,,,0,2023-10-19
88164182,2023-10-13T16:04:17+0300,Lead Data Engineer в команду Data Science Блока «Сеть Продаж»,https://api.hh.ru/vacancies/88164182?host=hh.ru,https://hh.ru/vacancy/88164182,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-13
86254513,2023-10-25T16:16:28+0300,Middle/Senior Data Scientist,https://api.hh.ru/vacancies/86254513?host=hh.ru,https://hh.ru/vacancy/86254513,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.846745,37.563808,"Москва, 3-й Нижнелихоборский проезд, 3с6",Окружная,Люблинско-Дмитровская,Детский Мир,False,Полный день,От 3 до 6 лет,,MLE or DS,0,0,1,1,0,,,0,2023-10-25
87659075,2023-10-03T12:31:36+0300,"Старший Data Scientist, Маркетплейс, Сервисы обработки текстов",https://api.hh.ru/vacancies/87659075?host=hh.ru,https://hh.ru/vacancy/87659075,"[{'id': '10', 'name': 'Аналитик'}]",,,,,55.746791,37.540991,"Москва, Пресненская набережная",Выставочная,Филевская,Ozon,False,Удаленная работа,От 3 до 6 лет,Ozon Информационные технологии,DS,0,0,1,0,0,,,0,2023-10-03
84443948,2023-10-27T21:56:44+0300,Head of Data science,https://api.hh.ru/vacancies/84443948?host=hh.ru,https://hh.ru/vacancy/84443948,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,"ВСК, САО",False,Полный день,От 3 до 6 лет,,DS,0,0,0,0,1,,,0,2023-10-27
88091931,2023-10-12T12:10:57+0300,Data Scientist (AI-помощник),https://api.hh.ru/vacancies/88091931?host=hh.ru,https://hh.ru/vacancy/88091931,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер для экспертов,DS,0,1,1,0,0,,,0,2023-10-12
88407454,2023-10-19T15:21:34+0300,Middle/Senior Data Scientist (LLM),https://api.hh.ru/vacancies/88407454?host=hh.ru,https://hh.ru/vacancy/88407454,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,MLE or DS,0,0,1,1,0,,,0,2023-10-19
82929509,2023-10-23T09:04:22+0300,Data Science,https://api.hh.ru/vacancies/82929509?host=hh.ru,https://hh.ru/vacancy/82929509,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. IT,DS,0,0,1,1,0,,,0,2023-10-23
85433662,2023-10-11T12:36:05+0300,Senior Data Scientist / Senior Machine Learning Engineer / Senior NLP Engineer,https://api.hh.ru/vacancies/85433662?host=hh.ru,https://hh.ru/vacancy/85433662,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,АТОМ,True,Полный день,От 3 до 6 лет,,MLE or DS,0,0,0,1,0,,,0,2023-10-11
81954360,2023-10-03T13:04:18+0300,Lead Data Scientist (Operations),https://api.hh.ru/vacancies/81954360?host=hh.ru,https://hh.ru/vacancy/81954360,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,СберМаркет,True,Полный день,Более 6 лет,,DS,0,0,0,0,1,,,0,2023-10-03
87644738,2023-10-03T09:59:36+0300,MLOps,https://api.hh.ru/vacancies/87644738?host=hh.ru,https://hh.ru/vacancy/87644738,"[{'id': '160', 'name': 'DevOps-инженер'}]",,,,,,,,,,СБЕР (ООО еАптека),False,Удаленная работа,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-03
87935439,2023-10-23T10:17:39+0300,ML Engineer (Фильтры),https://api.hh.ru/vacancies/87935439?host=hh.ru,https://hh.ru/vacancy/87935439,"[{'id': '40', 'name': 'Другое'}]",,,,,,,,,,WILDBERRIES,False,Удаленная работа,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-23
88455522,2023-10-26T14:07:39+0300,Data Scientist (NLP),https://api.hh.ru/vacancies/88455522?host=hh.ru,https://hh.ru/vacancy/88455522,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,Домклик,True,Полный день,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-26
86315031,2023-10-05T13:44:49+0300,Руководитель направления Data Science,https://api.hh.ru/vacancies/86315031?host=hh.ru,https://hh.ru/vacancy/86315031,"[{'id': '104', 'name': 'Руководитель группы разработки'}]",,,,,,,,,,ГК ВИЗАВИ Консалт,False,Удаленная работа,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-05
88229616,2023-10-16T13:59:35+0300,Senior Data Scientist,https://api.hh.ru/vacancies/88229616?host=hh.ru,https://hh.ru/vacancy/88229616,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",,,,,,,,,,ДОМ.РФ,False,Полный день,От 3 до 6 лет,ДОМ.РФ ИТ,DS,0,0,0,1,0,,,0,2023-10-16
87904738,2023-10-09T11:04:33+0300,Senior NLP Data Scientist (команда SberCare.Боты),https://api.hh.ru/vacancies/87904738?host=hh.ru,https://hh.ru/vacancy/87904738,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,DS,0,0,0,1,0,,,0,2023-10-09
86256956,2023-10-05T11:30:40+0300,Data Science Team Lead (Adv Platform),https://api.hh.ru/vacancies/86256956?host=hh.ru,https://hh.ru/vacancy/86256956,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Lamoda Tech,True,Гибкий график,От 3 до 6 лет,,DS,0,0,0,0,1,,,0,2023-10-05
88018958,2023-10-11T09:44:59+0300,MLOps специалист,https://api.hh.ru/vacancies/88018958?host=hh.ru,https://hh.ru/vacancy/88018958,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,,,,,,"DODO BRANDS (Dodo Pizza, Drinkit, Doner 42)",True,Полный день,От 1 года до 3 лет,,MLE,0,1,1,0,0,,,0,2023-10-11
85574545,2023-10-11T11:32:02+0300,MLops engineer (DSML Платформа),https://api.hh.ru/vacancies/85574545?host=hh.ru,https://hh.ru/vacancy/85574545,"[{'id': '114', 'name': 'Системный инженер'}]",,,,,,,,,,Группа НЛМК,False,Полный день,От 3 до 6 лет,Группа НЛМК ИТ и Диджитал,MLE,0,0,1,1,0,,,0,2023-10-11
88630998,2023-10-25T12:10:54+0300,Middle+ Data Scientist,https://api.hh.ru/vacancies/88630998?host=hh.ru,https://hh.ru/vacancy/88630998,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 3 до 6 лет,Сбер для экспертов,MLE or DS,0,0,1,0,0,,,0,2023-10-25
87399310,2023-10-26T11:38:14+0300,Data Scientist (NLP),https://api.hh.ru/vacancies/87399310?host=hh.ru,https://hh.ru/vacancy/87399310,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.79054889399521,37.51794101985074,"Москва, 3-я Песчаная улица, 2А",Зорге,МЦК,Транснефть-Технологии,False,Полный день,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-26
87768149,2023-10-05T10:55:25+0300,Senior Data scientist (RnD в Центр валидации моделей КИБ),https://api.hh.ru/vacancies/87768149?host=hh.ru,https://hh.ru/vacancy/87768149,"[{'id': '40', 'name': 'Другое'}]",,,,,55.741338,37.531127,"Москва, Кутузовский проспект, 32к1",Кутузовская,Филевская,СБЕР,False,Полный день,От 3 до 6 лет,Сбер. Data Science,DS,0,0,0,1,1,,,0,2023-10-05
87277435,2023-10-23T14:12:50+0300,DevOps engineer (MLOps),https://api.hh.ru/vacancies/87277435?host=hh.ru,https://hh.ru/vacancy/87277435,"[{'id': '113', 'name': 'Системный администратор'}]",,,,,,,,,,Неофлекс,True,Удаленная работа,От 1 года до 3 лет,,MLE,0,1,1,0,0,,,0,2023-10-23
86288415,2023-10-17T12:05:56+0300,Ведущий ML инженер,https://api.hh.ru/vacancies/86288415?host=hh.ru,https://hh.ru/vacancy/86288415,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,55.784152,37.579205,"Москва, Правды, 8 к.1",Белорусская,Замоскворецкая,ХОУМ Банк,False,Полный день,От 3 до 6 лет,,MLE,0,0,0,1,0,,,0,2023-10-17
87831510,2023-10-06T12:26:40+0300,Senior (Middle) Deep / Machine Learning - engineer/Разработчик нейросетевых алгоритмов,https://api.hh.ru/vacancies/87831510?host=hh.ru,https://hh.ru/vacancy/87831510,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,55.672488,37.63146,"Москва, Каширское шоссе, 3к2с4",Нагатинская,Серпуховско-Тимирязевская,Российские космические системы,False,Удаленная работа,От 1 года до 3 лет,,MLE,0,0,1,1,0,,,0,2023-10-06
88330039,2023-10-18T11:02:11+0300,"Аналитик данных / Data Scientist, Middle, авиа",https://api.hh.ru/vacancies/88330039?host=hh.ru,https://hh.ru/vacancy/88330039,"[{'id': '10', 'name': 'Аналитик'}]",,,,,55.678458,37.632287,"Москва, 1-й Нагатинский проезд, 10",Нагатинская,Серпуховско-Тимирязевская,Туту.ру,False,Полный день,От 3 до 6 лет,,MLE or DS,0,0,1,0,0,,,0,2023-10-18
88051484,2023-10-11T15:38:22+0300,"Data Scientist Senior, Remote",https://api.hh.ru/vacancies/88051484?host=hh.ru,https://hh.ru/vacancy/88051484,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Новео,True,Удаленная работа,От 1 года до 3 лет,,DS,0,0,0,1,0,,,0,2023-10-11
88021184,2023-10-11T10:10:43+0300,Middle Data Scientist CV (Generative design),https://api.hh.ru/vacancies/88021184?host=hh.ru,https://hh.ru/vacancy/88021184,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Samokat.tech,False,Удаленная работа,От 1 года до 3 лет,,MLE or DS,0,0,1,0,0,,,0,2023-10-11
82791945,2023-10-27T11:01:32+0300,Data Scientist (CoreML + RecSys),https://api.hh.ru/vacancies/82791945?host=hh.ru,https://hh.ru/vacancy/82791945,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.741338,37.531127,"Москва, Кутузовский проспект, 32к1",Кутузовская,Филевская,Домклик,True,Удаленная работа,От 1 года до 3 лет,,MLE or DS,0,1,1,0,0,,,0,2023-10-27
87542047,2023-10-27T17:14:38+0300,Data scientist,https://api.hh.ru/vacancies/87542047?host=hh.ru,https://hh.ru/vacancy/87542047,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Spice Agency,False,Полный день,От 3 до 6 лет,,DS,0,0,1,1,0,,,0,2023-10-27
88605126,2023-10-24T20:08:34+0300,Senior Data Scientist/TeamLead,https://api.hh.ru/vacancies/88605126?host=hh.ru,https://hh.ru/vacancy/88605126,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,"Иннотех, Группа компаний",False,Полный день,От 3 до 6 лет,,DS,0,0,0,1,1,,,0,2023-10-24
84567089,2023-10-27T10:39:30+0300,Senior Data Scientist в команду моделирования КИБ и СМБ,https://api.hh.ru/vacancies/84567089?host=hh.ru,https://hh.ru/vacancy/84567089,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,Банк ВТБ (ПАО),False,Полный день,От 3 до 6 лет,"ПАО ВТБ, Технологический блок",DS,0,0,0,1,0,,,0,2023-10-27
87543946,2023-09-29T18:55:35+0300,MLOps Engineer,https://api.hh.ru/vacancies/87543946?host=hh.ru,https://hh.ru/vacancy/87543946,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,,,,,,ФосАгро,False,Полный день,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-09-29
88140997,2023-10-13T10:54:35+0300,Data Scientist LLM (Global markets),https://api.hh.ru/vacancies/88140997?host=hh.ru,https://hh.ru/vacancy/88140997,"[{'id': '10', 'name': 'Аналитик'}]",,,,,,,,,,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер. Data Science,DS,0,1,1,0,0,,,0,2023-10-13
88172365,2023-10-13T19:48:17+0300,ML - инженер,https://api.hh.ru/vacancies/88172365?host=hh.ru,https://hh.ru/vacancy/88172365,"[{'id': '96', 'name': 'Программист, разработчик'}]",,,,,55.751381,37.596669,"Москва, улица Арбат, 10",Арбатская,Арбатско-Покровская,ГК ФСК,False,Полный день,От 3 до 6 лет,,MLE,0,0,1,1,0,,,0,2023-10-13
81501211,2023-10-19T01:48:43+0300,Senior Data Scientist,https://api.hh.ru/vacancies/81501211?host=hh.ru,https://hh.ru/vacancy/81501211,"[{'id': '165', 'name': 'Дата-сайентист'}]",,,,,55.777783,37.586877,"Москва, Лесная улица, 5С",Белорусская,Замоскворецкая,Yakov & Partners,False,Полный день,От 3 до 6 лет,,DS,0,0,0,1,0,,,0,2023-10-19
88417064,2023-10-19T18:08:49+0300,Data scientist (Валидатор моделей банковской и торговой книг),https://api.hh.ru/vacancies/88417064?host=hh.ru,https://hh.ru/vacancy/88417064,"[{'id': '10', 'name': 'Аналитик'}]",,,,,55.741338,37.531127,"Москва, Кутузовский проспект, 32к1",Кутузовская,Филевская,СБЕР,False,Полный день,От 1 года до 3 лет,Сбер. Data Science,DS,0,0,0,0,1,,,0,2023-10-19
